module_id	genome	completion
module_167	GCF_003469715.1_ASM346971v1_genomic	1.0
module_167	GCF_003472045.1_ASM347204v1_genomic	1.0
module_167	GCF_029369685.1_ASM2936968v1_genomic	1.0
module_167	GCA_022771305.1_ASM2277130v1_genomic	1.0
module_167	GCF_002206325.1_ASM220632v2_genomic	1.0
module_167	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_167	GCF_003468605.1_ASM346860v1_genomic	1.0
module_167	GCA_008679285.1_ASM867928v1_genomic	1.0
module_167	GCF_003459965.1_ASM345996v1_genomic	1.0
module_167	EHA04575_bin.10	1.0
module_167	EHA04696_bin.132	1.0
module_167	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_167	GCA_030841945.1_ASM3084194v1_genomic	1.0
module_167	GCF_003437495.1_ASM343749v1_genomic	1.0
module_167	GCA_020809955.1_ASM2080995v1_genomic	1.0
module_167	EHA04680_bin.8	1.0
module_167	EHA00726_bin.13	1.0
module_167	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_167	GCF_001405935.1_13414_6_56_genomic	1.0
module_167	EHA03351_bin.43	1.0
module_167	EHA03288_bin.14	1.0
module_167	EHA05078_bin.42	1.0
module_292	GCF_003459965.1_ASM345996v1_genomic	1.0
module_292	GCF_003475725.1_ASM347572v1_genomic	1.0
module_292	EHA04696_bin.132	1.0
module_292	GCF_003468915.1_ASM346891v1_genomic	1.0
module_292	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_292	GCF_003469235.1_ASM346923v1_genomic	1.0
module_292	EHA04680_bin.8	1.0
module_292	GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic	1.0
module_292	EHA03306_bin.55	1.0
module_292	EHA03390_bin.20	1.0
module_292	GCF_003467575.1_ASM346757v1_genomic	1.0
module_292	GCF_029369685.1_ASM2936968v1_genomic	1.0
module_292	EHA05078_bin.42	1.0
module_607	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_607	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_607	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_607	GCF_003437495.1_ASM343749v1_genomic	1.0
module_607	GCF_003467575.1_ASM346757v1_genomic	1.0
module_607	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_607	GCF_003464475.1_ASM346447v1_genomic	1.0
module_619	GCF_003459965.1_ASM345996v1_genomic	1.0
module_619	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_49	EHA00531_bin.1	1.0
module_49	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_101	EHA00539_bin.6	1.0
module_101	EHA03376_bin.12	1.0
module_101	GCA_030839525.1_ASM3083952v1_genomic	1.0
module_101	EHA00535_bin.6	0.75
module_101	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_101	GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic	1.0
module_101	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_362	GCA_008679655.1_ASM867965v1_genomic	1.0
module_362	EHA04588_bin.13	0.11
module_362	GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic	1.0
module_362	GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_362	GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic	0.44
module_362	GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic	0.67
module_362	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_362	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_362	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_362	GCF_003474765.1_ASM347476v1_genomic	1.0
module_362	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_431	GCA_008679285.1_ASM867928v1_genomic	1.0
module_431	GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic	1.0
module_482	GCF_003469715.1_ASM346971v1_genomic	1.0
module_482	GCF_003437495.1_ASM343749v1_genomic	1.0
module_482	GCA_020809955.1_ASM2080995v1_genomic	1.0
module_588	GCF_003467575.1_ASM346757v1_genomic	1.0
module_588	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_631	GCF_003469235.1_ASM346923v1_genomic	1.0
module_631	GCF_003467575.1_ASM346757v1_genomic	1.0
module_631	GCF_003475725.1_ASM347572v1_genomic	1.0
module_631	GCF_003468915.1_ASM346891v1_genomic	1.0
module_205	GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic	1.0
module_205	GCF_003474765.1_ASM347476v1_genomic	1.0
module_205	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_205	EHA01202_bin.66	1.0
module_205	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_205	GCF_001405935.1_13414_6_56_genomic	1.0
module_205	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_205	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_205	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_255	EHA01634_bin.14	0.18
module_255	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	0.55
module_255	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_255	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_255	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_255	GCF_003469775.1_ASM346977v1_genomic	0.18
module_255	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_255	GCA_030844325.1_ASM3084432v1_genomic	0.45
module_255	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_255	GCF_001405775.1_13414_6_6_genomic	1.0
module_255	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_255	GCA_022771305.1_ASM2277130v1_genomic	0.55
module_392	EHA04680_bin.8	1.0
module_392	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_392	EHA04696_bin.132	1.0
module_392	EHA05078_bin.42	1.0
module_546	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_546	GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_628	GCF_003467575.1_ASM346757v1_genomic	1.0
module_628	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_62	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_62	EHA00531_bin.1	1.0
module_62	GCF_003471825.1_ASM347182v1_genomic	1.0
module_62	GCF_003437495.1_ASM343749v1_genomic	1.0
module_238	GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic	0.58
module_238	GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic	0.42
module_238	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_238	EHA01845_bin.103	1.0
module_238	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_238	EHA01281_bin.18	1.0
module_238	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_238	GCA_030842705.1_ASM3084270v1_genomic	0.25
module_238	GCF_001405775.1_13414_6_6_genomic	1.0
module_238	EHA05111_bin.128	1.0
module_412	GCF_002206325.1_ASM220632v2_genomic	1.0
module_412	GCF_003468605.1_ASM346860v1_genomic	1.0
module_412	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_412	GCF_003459965.1_ASM345996v1_genomic	1.0
module_412	GCA_003464145.1_ASM346414v1_genomic	1.0
module_412	GCF_003475725.1_ASM347572v1_genomic	1.0
module_412	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_412	GCF_003471825.1_ASM347182v1_genomic	1.0
module_412	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_412	GCF_003469775.1_ASM346977v1_genomic	1.0
module_412	GCF_003437495.1_ASM343749v1_genomic	1.0
module_412	GCF_003469235.1_ASM346923v1_genomic	1.0
module_412	GCF_003439415.1_ASM343941v1_genomic	1.0
module_412	GCF_003467575.1_ASM346757v1_genomic	1.0
module_412	GCF_003469715.1_ASM346971v1_genomic	1.0
module_412	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_412	GCF_003472045.1_ASM347204v1_genomic	1.0
module_412	GCF_029369685.1_ASM2936968v1_genomic	1.0
module_461	GCA_009774835.1_ASM977483v1_genomic	1.0
module_461	GCF_001406015.1_14207_7_71_genomic	1.0
module_525	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_525	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_525	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_525	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_567	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	1.0
module_567	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_220	GCA_008679655.1_ASM867965v1_genomic	1.0
module_220	GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic	1.0
module_220	GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_220	EHA01845_bin.103	1.0
module_220	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_220	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_220	EHA01281_bin.18	1.0
module_220	GCA_022776965.1_ASM2277696v1_genomic	1.0
module_220	GCF_001405775.1_13414_6_6_genomic	1.0
module_220	GCF_029369685.1_ASM2936968v1_genomic	1.0
module_220	GCA_030843875.1_ASM3084387v1_genomic	1.0
module_220	EHA04588_bin.13	1.0
module_220	GCF_003459965.1_ASM345996v1_genomic	1.0
module_220	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_220	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_220	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_220	EHA03376_bin.12	1.0
module_220	GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic	1.0
module_220	GCF_003474765.1_ASM347476v1_genomic	1.0
module_220	GCA_008680675.1_ASM868067v1_genomic	1.0
module_220	GCA_030839525.1_ASM3083952v1_genomic	1.0
module_220	GCA_030842705.1_ASM3084270v1_genomic	1.0
module_220	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_220	EHA05111_bin.128	1.0
module_27	GCA_008679655.1_ASM867965v1_genomic	1.0
module_27	GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_27	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic	0.23
module_27	GCA_003464145.1_ASM346414v1_genomic	0.92
module_27	GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_27	GCF_003471825.1_ASM347182v1_genomic	1.0
module_27	GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	EHA00539_bin.6	0.077
module_27	GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic	0.15
module_27	GCA_030839725.1_ASM3083972v1_genomic	0.38
module_27	EHA01439_bin.44	1.0
module_27	GCF_001405775.1_13414_6_6_genomic	1.0
module_27	GCF_029369685.1_ASM2936968v1_genomic	1.0
module_27	EHA02500_bin.116	1.0
module_27	GCF_002206325.1_ASM220632v2_genomic	1.0
module_27	GCA_030843875.1_ASM3084387v1_genomic	0.077
module_27	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCF_003468605.1_ASM346860v1_genomic	1.0
module_27	GCA_008679285.1_ASM867928v1_genomic	1.0
module_27	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_27	GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic	0.69
module_27	EHA04696_bin.132	1.0
module_27	GCA_022774455.1_ASM2277445v1_genomic	0.62
module_27	GCA_020809955.1_ASM2080995v1_genomic	0.85
module_27	EHA04680_bin.8	0.92
module_27	EHA03376_bin.12	1.0
module_27	GCA_008680675.1_ASM868067v1_genomic	1.0
module_27	EHA00726_bin.13	1.0
module_27	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_27	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_27	EHA00531_bin.1	0.92
module_27	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_27	EHA05111_bin.128	1.0
module_27	EHA03161_bin.52	0.31
module_27	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_27	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_27	EHA00928_bin.90	0.62
module_27	EHA01845_bin.103	1.0
module_27	GCF_003475725.1_ASM347572v1_genomic	1.0
module_27	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_27	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_27	GCF_003468915.1_ASM346891v1_genomic	1.0
module_27	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_27	EHA01281_bin.18	1.0
module_27	GCF_003464475.1_ASM346447v1_genomic	1.0
module_27	EHA03349_bin.40	0.077
module_27	GCF_003439415.1_ASM343941v1_genomic	1.0
module_27	GCF_003467575.1_ASM346757v1_genomic	1.0
module_27	GCF_003469715.1_ASM346971v1_genomic	1.0
module_27	GCF_001406015.1_14207_7_71_genomic	0.92
module_27	GCF_003472045.1_ASM347204v1_genomic	1.0
module_27	GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	EHA04588_bin.13	0.85
module_27	GCF_003459965.1_ASM345996v1_genomic	0.92
module_27	GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic	0.15
module_27	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_27	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_27	GCF_003469775.1_ASM346977v1_genomic	0.92
module_27	GCF_003437495.1_ASM343749v1_genomic	1.0
module_27	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCF_003469235.1_ASM346923v1_genomic	1.0
module_27	GCA_009774835.1_ASM977483v1_genomic	1.0
module_27	GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic	0.92
module_27	GCF_003474765.1_ASM347476v1_genomic	1.0
module_27	GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_27	GCA_030842705.1_ASM3084270v1_genomic	0.15
module_27	EHA03390_bin.20	0.92
module_27	GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic	1.0
module_27	GCF_001405935.1_13414_6_56_genomic	1.0
module_27	EHA03351_bin.43	1.0
module_27	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_27	EHA05078_bin.42	0.92
module_38	GCA_008679655.1_ASM867965v1_genomic	1.0
module_38	GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic	0.11
module_38	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_38	GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic	0.67
module_38	GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_38	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_38	GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic	1.0
module_38	EHA01439_bin.44	1.0
module_38	GCF_029369685.1_ASM2936968v1_genomic	1.0
module_38	EHA02500_bin.116	1.0
module_38	GCA_030843875.1_ASM3084387v1_genomic	0.33
module_38	EHA01958_bin.190	1.0
module_38	EHA04696_bin.132	0.89
module_38	EHA04680_bin.8	1.0
module_38	EHA03376_bin.12	0.22
module_38	GCA_008680675.1_ASM868067v1_genomic	1.0
module_38	GCA_030839525.1_ASM3083952v1_genomic	1.0
module_38	EHA00535_bin.6	0.22
module_38	EHA00531_bin.1	1.0
module_38	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_38	EHA00928_bin.90	0.11
module_38	GCF_003475725.1_ASM347572v1_genomic	1.0
module_38	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_38	GCF_003468915.1_ASM346891v1_genomic	1.0
module_38	EHA03349_bin.40	0.11
module_38	GCF_003467575.1_ASM346757v1_genomic	1.0
module_38	GCA_022776965.1_ASM2277696v1_genomic	1.0
module_38	GCF_001406015.1_14207_7_71_genomic	1.0
module_38	EHA04588_bin.13	1.0
module_38	GCF_003459965.1_ASM345996v1_genomic	1.0
module_38	EHA04575_bin.10	0.22
module_38	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_38	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_38	GCF_003469775.1_ASM346977v1_genomic	0.89
module_38	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_38	GCF_003469235.1_ASM346923v1_genomic	1.0
module_38	GCA_009774835.1_ASM977483v1_genomic	1.0
module_38	GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic	1.0
module_38	GCF_003474765.1_ASM347476v1_genomic	1.0
module_38	GCA_030842705.1_ASM3084270v1_genomic	0.56
module_38	GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic	1.0
module_38	EHA03390_bin.20	1.0
module_38	GCF_001405935.1_13414_6_56_genomic	1.0
module_38	EHA05078_bin.42	0.89
module_110	GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic	1.0
module_110	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_110	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_110	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_110	GCA_003464145.1_ASM346414v1_genomic	1.0
module_110	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_110	GCF_003471825.1_ASM347182v1_genomic	1.0
module_110	GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic	1.0
module_110	GCF_003464475.1_ASM346447v1_genomic	1.0
module_110	GCF_003439415.1_ASM343941v1_genomic	1.0
module_110	GCF_003469715.1_ASM346971v1_genomic	1.0
module_110	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_110	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_110	EHA04696_bin.132	1.0
module_110	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_110	GCF_003437495.1_ASM343749v1_genomic	1.0
module_110	GCA_009774835.1_ASM977483v1_genomic	1.0
module_110	EHA04680_bin.8	1.0
module_110	EHA00726_bin.13	1.0
module_110	EHA00535_bin.6	0.67
module_110	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_110	EHA03351_bin.43	0.5
module_110	EHA03288_bin.14	1.0
module_110	EHA05078_bin.42	1.0
module_124	EHA01439_bin.44	1.0
module_124	EHA03376_bin.12	1.0
module_124	EHA00539_bin.6	1.0
module_269	EHA01958_bin.190	1.0
module_269	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_433	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_433	GCA_008679285.1_ASM867928v1_genomic	1.0
module_433	GCA_030839725.1_ASM3083972v1_genomic	1.0
module_433	GCF_003467575.1_ASM346757v1_genomic	1.0
module_116	EHA00535_bin.6	1.0
module_116	GCF_002206325.1_ASM220632v2_genomic	1.0
module_153	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_153	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_153	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_153	GCA_003464145.1_ASM346414v1_genomic	1.0
module_153	GCF_003471825.1_ASM347182v1_genomic	1.0
module_153	GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic	1.0
module_153	GCF_003464475.1_ASM346447v1_genomic	1.0
module_153	GCF_003439415.1_ASM343941v1_genomic	1.0
module_153	GCF_003469715.1_ASM346971v1_genomic	1.0
module_153	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_153	EHA04575_bin.10	1.0
module_153	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_153	GCF_003437495.1_ASM343749v1_genomic	1.0
module_153	EHA00726_bin.13	1.0
module_153	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_153	GCF_001405935.1_13414_6_56_genomic	1.0
module_153	GCF_019733675.1_ASM1973367v1_genomic	0.75
module_153	EHA03351_bin.43	1.0
module_153	EHA03288_bin.14	1.0
module_202	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_202	EHA04575_bin.10	0.33
module_202	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_202	EHA01845_bin.103	1.0
module_202	GCF_003471825.1_ASM347182v1_genomic	0.83
module_202	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_202	GCF_003469775.1_ASM346977v1_genomic	1.0
module_202	GCF_003464475.1_ASM346447v1_genomic	1.0
module_202	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_202	EHA01281_bin.18	1.0
module_202	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_202	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_202	EHA01202_bin.66	0.83
module_202	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_202	GCF_003472045.1_ASM347204v1_genomic	1.0
module_202	GCF_001405775.1_13414_6_6_genomic	1.0
module_202	EHA03288_bin.14	0.17
module_256	EHA01634_bin.14	0.83
module_256	EHA03161_bin.52	1.0
module_256	GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic	1.0
module_256	GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic	1.0
module_256	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_256	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_256	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	0.83
module_391	EHA04680_bin.8	1.0
module_391	EHA04696_bin.132	1.0
module_391	EHA05078_bin.42	1.0
module_504	GCF_003469235.1_ASM346923v1_genomic	1.0
module_504	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_547	GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic	1.0
module_547	GCF_003474765.1_ASM347476v1_genomic	1.0
module_547	GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_547	GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCA_008679655.1_ASM867965v1_genomic	1.0
module_71	GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_71	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCA_003464145.1_ASM346414v1_genomic	1.0
module_71	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_71	GCF_003471825.1_ASM347182v1_genomic	1.0
module_71	GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	EHA00539_bin.6	1.0
module_71	GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCA_030839725.1_ASM3083972v1_genomic	1.0
module_71	GCF_001405775.1_13414_6_6_genomic	1.0
module_71	EHA02500_bin.116	0.67
module_71	GCF_002206325.1_ASM220632v2_genomic	1.0
module_71	EHA01958_bin.190	1.0
module_71	GCA_030843875.1_ASM3084387v1_genomic	0.67
module_71	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCF_003468605.1_ASM346860v1_genomic	1.0
module_71	GCA_008679285.1_ASM867928v1_genomic	1.0
module_71	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_71	EHA04696_bin.132	1.0
module_71	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_71	GCA_030841945.1_ASM3084194v1_genomic	0.67
module_71	GCA_020809955.1_ASM2080995v1_genomic	1.0
module_71	EHA04680_bin.8	1.0
module_71	GCA_030839525.1_ASM3083952v1_genomic	0.67
module_71	EHA00726_bin.13	1.0
module_71	GCA_030844325.1_ASM3084432v1_genomic	1.0
module_71	EHA00535_bin.6	0.33
module_71	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_71	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_71	EHA00531_bin.1	1.0
module_71	GCF_019733675.1_ASM1973367v1_genomic	0.33
module_71	EHA05111_bin.128	1.0
module_71	EHA01634_bin.14	1.0
module_71	EHA03161_bin.52	0.33
module_71	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_71	GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_71	EHA00928_bin.90	0.33
module_71	EHA01845_bin.103	1.0
module_71	GCF_003475725.1_ASM347572v1_genomic	1.0
module_71	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_71	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_71	GCF_003468915.1_ASM346891v1_genomic	1.0
module_71	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_71	EHA01281_bin.18	1.0
module_71	GCF_003464475.1_ASM346447v1_genomic	1.0
module_71	GCA_030844705.1_ASM3084470v1_genomic	1.0
module_71	GCF_003439415.1_ASM343941v1_genomic	1.0
module_71	GCF_003467575.1_ASM346757v1_genomic	1.0
module_71	GCF_003469715.1_ASM346971v1_genomic	1.0
module_71	GCF_001406015.1_14207_7_71_genomic	1.0
module_71	GCF_003472045.1_ASM347204v1_genomic	1.0
module_71	GCA_022771305.1_ASM2277130v1_genomic	1.0
module_71	GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	EHA04575_bin.10	1.0
module_71	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_71	GCF_003437495.1_ASM343749v1_genomic	1.0
module_71	GCF_003469235.1_ASM346923v1_genomic	1.0
module_71	GCA_009774835.1_ASM977483v1_genomic	1.0
module_71	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_71	GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCF_003474765.1_ASM347476v1_genomic	1.0
module_71	GCA_030842705.1_ASM3084270v1_genomic	1.0
module_71	GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic	1.0
module_71	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_71	EHA03390_bin.20	1.0
