accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count	original_gcf	search_accession
GB_GCA_947073355.1	0	99.99	0.52	Specific	98.81	0.38	472	o__Lactobacillales (UID543)	265	0.0	2100603	86.73385923006572	77	859849	35.503149393346945	2421895	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	9	9	255258	255258	none	0	none	none	3071	1	109	CAMTLK010000073.1	none	none	none	none	none	none	31453	31453	f	f	t	75080	75080	Contig	SRR12464018_bin.2_metawrap_v1.3_MAG	na	PRJEB56086	SAMEA111477417	77	75080	none	2022-10-18	GCA_947073355.1	derived from metagenome	full	SRR12464018_bin.2_metawrap_v1.3_MAG	mouse gut metagenome	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2022/10/18	0	1358	none	SRR12464018_bin.2_metawrap_v1.3_MAG	EMG	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2421895	none	none	na	2421895	0	CAMTLK000000000.1	2469	77	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	35	0		GCA_947073355.1
GB_GCA_022794425.1	0	100.0	0.19	Specific	99.5	0.19	472	o__Lactobacillales (UID543)	265	0.0	1965641	86.90547193293881	48	790635	34.95577666608454	2261815	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	10	10	144262	144262	none	0	none	none	85570	1	103	JAAWEU010000019.1	none	none	none	none	none	none	47121	47121	f	f	t	76296	76296	Contig	ASM2279442v1	na	PRJNA603829	SAMN14273537	48	76296	USA: Knoxville; TN	2022-04-01	GCA_022794425.1	derived from metagenome	full	ABMPRH_10_1	feces extracted directly from colon	35.9396 N 83.9430 W	0	1	Lactococcus lactis	none	na	1	none	none	none	none	none	2022/04/01	0	1358	0	ABMPRH_10_1	Oak Ridge National Laboratory	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2261815	11	43	na	2261815	0	JAAWEU000000000.1	2262	48	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	43	0		GCA_022794425.1
GB_GCA_949006045.1	0	92.4	0.26	Specific	96.55	0.0	472	o__Lactobacillales (UID543)	265	0.0	1758674	86.03276308329309	372	718520	35.26333147492324	2044191	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	52	28	58682	97176	none	0	none	none	45980	1	103	CARKCD010000004.1	none	none	none	none	none	none	5477	11816	f	f	t	10444	23596	Scaffold	MGBC117174	na	PRJEB59335	SAMEA112390751	372	10444	none	2023-03-25	GCA_949006045.1	derived from metagenome	full	MGBC117174	Faeces	none	0	none	Lactococcus lactis	none	na	none	173	28	23596	10444	4968	2023/03/25	199	1358	none	MGBC117174	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	6607	2044191	none	none	na	2037584	0	CARKCD000000000.1	2150	173	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6607	8	21	0		GCA_949006045.1
GB_GCA_949840595.1	0	99.96	0.16	Specific	98.87	0.19	472	o__Lactobacillales (UID543)	265	0.0	1846087	87.20132826965953	82	741084	35.00566829157692	2117040	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	14	14	144422	144422	none	0	none	none	39661	2	103	CATKXH010000017.1	none	none	none	none	none	none	25817	25817	f	f	t	49326	49326	Contig	MGG02528_1680015497	na	PRJEB22007	SAMEA112936101	82	49326	none	2023-04-29	GCA_949840595.1	derived from metagenome	full	MGG02528_1680015497	mouse gut metagenome	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2023/04/29	0	1358	none	MGG02528_1680015497	KYUNG HEE UNIVERSITY	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2117040	none	none	na	2117040	0	CATKXH000000000.1	2109	82	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	43	0		GCA_949840595.1
GB_GCA_948896515.1	0	100.0	0.53	Specific	100.0	0.44	472	o__Lactobacillales (UID543)	265	0.0	2066278	87.05927956130724	64	828855	34.930249493654564	2373415	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	8	7	286884	329849	none	0	none	none	41573	1	103	CAQUVI010000016.1	none	none	none	none	none	none	37076	47468	f	f	t	73620	101547	Scaffold	MGBC117237	na	PRJEB59335	SAMEA112390814	64	73620	none	2023-03-30	GCA_948896515.1	derived from metagenome	full	MGBC117237	Faeces	none	0	none	Lactococcus lactis	none	na	none	50	7	101547	41573	28668	2023/03/30	14	1358	none	MGBC117237	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	529	2373415	none	none	na	2372886	0	CAQUVI000000000.1	2354	50	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	529	16	39	0		GCA_948896515.1
GB_GCA_949028585.1	0	100.0	0.6	Specific	100.0	0.82	472	o__Lactobacillales (UID543)	265	0.0	2142707	86.67424714963323	85	860342	34.81404147698533	2472138	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	12	10	255769	255769	none	0	none	none	125509	1	103	CARNJJ010000004.1	none	none	none	none	none	none	29073	34818	f	f	t	58252	74035	Scaffold	MGBC117335	na	PRJEB59335	SAMEA112390909	85	58252	none	2023-03-30	GCA_949028585.1	derived from metagenome	full	MGBC117335	Faeces	none	0	none	Lactococcus lactis	none	na	none	71	10	74035	36767	16466	2023/03/30	14	1358	none	MGBC117335	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	888	2472138	none	none	na	2471250	0	CARNJJ000000000.1	2469	71	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	888	14	30	0		GCA_949028585.1
GB_GCA_948718815.1	0	99.99	0.16	Specific	99.62	0.57	472	o__Lactobacillales (UID543)	265	0.0	2065954	86.3573283306832	90	849849	35.532785445860995	2392332	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	15	14	129292	182909	none	0	none	none	38893	1	103	CAPVFR010000021.1	none	none	none	none	none	none	26574	28480	f	f	t	50218	50280	Scaffold	MGBC116701	na	PRJEB59335	SAMEA112390291	90	50218	none	2023-03-30	GCA_948718815.1	derived from metagenome	full	MGBC116701	Faeces	none	0	none	Lactococcus lactis	none	na	none	84	14	50280	25720	14581	2023/03/30	6	1358	none	MGBC116701	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	600	2392332	none	none	na	2391732	0	CAPVFR000000000.1	2431	84	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	600	16	41	0		GCA_948718815.1
GB_GCA_958421465.1	0	96.72	0.2	Specific	97.88	0.0	472	o__Lactobacillales (UID543)	265	0.0	1949613	87.40707232196577	80	780616	34.997386233926235	2230498	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	14	14	192938	192938	none	0	none	none	33742	1	103	CATZLW010000024.1	none	none	none	none	none	none	27881	27881	f	f	t	45111	45111	Contig	ERR9578277_bin.11_MetaWRAP_v1.3_MAG	na	PRJEB62820	SAMEA114063391	80	45111	none	2023-07-18	GCA_958421465.1	derived from metagenome	full	ERR9578277_bin.11_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2023/07/18	0	1358	none	ERR9578277_bin.11_MetaWRAP_v1.3_MAG	EMG	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2230498	none	none	na	2230498	0	CATZLW000000000.1	2267	80	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	46	0		GCA_958421465.1
GB_GCA_948619675.1	17	93.37	3.11	Specific	95.92	0.21	472	o__Lactobacillales (UID543)	265	0.0	1880227	85.97713101515758	397	761179	34.90590004860913	2186892	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	51	20	47394	145848	27938	1	202	CAPGNW010000019.1	9501	2	103	CAPGNW010000063.1	202	374	2.71e-102	100	CP033607.2218491.2221395	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	5492	13499	f	f	t	10826	25930	Scaffold	MGBC102352	na	PRJEB59335	SAMEA112376319	397	10826	none	2023-03-26	GCA_948619675.1	derived from metagenome	full	MGBC102352	Faeces	none	0	none	Lactococcus lactis	none	na	none	162	20	25930	11049	6008	2023/03/26	235	1358	none	MGBC102352	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	6215	2186892	none	none	na	2180677	0	CAPGNW000000000.1	2431	162	29935	1	none	none	none	none	none	none	211	CAPGNW010000017.1	211	390	3.15e-107	100	CP020604.78388.79935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis bv. diacetylactis	6215	13	29	0		GCA_948619675.1
GB_GCA_947347755.1	0	99.69	0.3	Specific	97.42	0.38	472	o__Lactobacillales (UID543)	265	0.0	1908820	87.3008903792573	178	765077	34.99120048443071	2186484	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	36	36	114907	114907	none	0	none	none	11329	1	103	CANAFL010000063.1	none	none	none	none	none	none	12283	12283	f	f	t	18053	18053	Contig	SRR14679322_bin.9_metawrap_v1.3_MAG	na	PRJEB56586	SAMEA112135716	178	18053	none	2022-11-27	GCA_947347755.1	derived from metagenome	full	SRR14679322_bin.9_metawrap_v1.3_MAG	mouse gut metagenome	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2022/11/27	0	1358	none	SRR14679322_bin.9_metawrap_v1.3_MAG	EMG	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2186484	none	none	na	2186484	0	CANAFL000000000.1	2268	178	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	12	33	0		GCA_947347755.1
GB_GCA_948622745.1	0	95.74	0.38	Specific	96.31	0.38	472	o__Lactobacillales (UID543)	265	0.0	1856023	86.72530520527616	329	750210	35.142345212024686	2140117	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	41	23	60285	98915	none	0	none	none	98915	1	103	CAPGZU010000001.1	none	none	none	none	none	none	6488	13987	f	f	t	14920	28671	Scaffold	MGBC116806	na	PRJEB59335	SAMEA112390395	329	14920	none	2023-03-25	GCA_948622745.1	derived from metagenome	full	MGBC116806	Faeces	none	0	none	Lactococcus lactis	none	na	none	153	23	28671	11891	5999	2023/03/25	176	1358	none	MGBC116806	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	5342	2140117	none	none	na	2134775	0	CAPGZU000000000.1	2265	153	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	5342	8	18	0		GCA_948622745.1
GB_GCA_947072755.1	0	99.9	0.11	Specific	98.87	0.38	472	o__Lactobacillales (UID543)	265	0.0	2049737	87.55485160965688	52	833763	35.61432307784967	2341089	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	9	9	270682	270682	none	0	none	none	23257	1	103	CAMTJE010000031.1	none	none	none	none	none	none	45020	45020	f	f	t	76002	76002	Contig	ERR5094881_bin.2_metaWRAP_v1.3_MAG	na	PRJEB56417	SAMEA111477176	52	76002	none	2022-10-18	GCA_947072755.1	derived from metagenome	full	ERR5094881_bin.2_metaWRAP_v1.3_MAG	fish gut metagenome	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2022/10/18	0	1358	none	ERR5094881_bin.2_metaWRAP_v1.3_MAG	EMG	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2341089	none	none	na	2341089	0	CAMTJE000000000.1	2373	52	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	33	0		GCA_947072755.1
GB_GCA_948700895.1	0	100.0	0.85	Specific	100.0	0.31	472	o__Lactobacillales (UID543)	265	0.0	2076248	86.7094398846685	70	837271	34.966729714480685	2394489	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	10	10	184791	184791	37735	1	233	CAPSOL010000022.1	86122	2	103	CAPSOL010000008.1	233	431	1.85e-119	100	CP033607.2218491.2221395	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	34206	34702	f	f	t	76815	76815	Scaffold	MGBC102321	na	PRJEB59335	SAMEA112376288	70	76815	none	2023-03-30	GCA_948700895.1	derived from metagenome	full	MGBC102321	Faeces	none	0	none	Lactococcus lactis	none	na	none	69	10	76815	37980	21375	2023/03/30	1	1358	none	MGBC102321	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	10	2394489	none	none	na	2394479	0	CAPSOL000000000.1	2414	69	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	10	15	34	0		GCA_948700895.1
GB_GCA_018369575.1	0	94.84	2.13	Specific	96.04	2.11	472	o__Lactobacillales (UID543)	265	45.45	1965416	86.47428121643782	190	803431	35.34931954965455	2272833	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	44	44	62223	62223	none	0	none	none	5914	1	91	JAGZCB010000122.1	none	none	none	none	none	none	11962	11962	f	f	t	16482	16482	Contig	ASM1836957v1	na	PRJNA698986	SAMN17800700	190	16482	USA: Pittsburgh; Magee-Womens Hospital of UPMC	2021-05-16	GCA_018369575.1	derived from metagenome	full	L3_108_000G1_dasL3_108_000G1_metabat.metabat.108_sub	infant feces	40.4308 N 79.9598 W	0	0	Lactococcus lactis	none	na	1	none	none	none	none	none	2021/05/16	0	1358	0	L3_108_000G1_dasL3_108_000G1_metabat.metabat.108_sub	University of California, Berkeley	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2272833	11	23	na	2272833	0	JAGZCB000000000.1	2358	190	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	10	24	0		GCA_018369575.1
GB_GCA_948703095.1	7	99.58	0.16	Specific	96.92	0.31	472	o__Lactobacillales (UID543)	265	0.0	1833495	86.27870710051933	310	755813	35.61317165225218	2125084	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	45	35	52056	75660	none	0	none	none	21322	2	105	CAPSXA010000026.1	none	none	none	none	none	none	6846	10954	f	f	t	13508	19269	Scaffold	MGBC106526	na	PRJEB59335	SAMEA112380389	310	13508	none	2023-03-25	GCA_948703095.1	derived from metagenome	full	MGBC106526	Faeces	none	0	none	Lactococcus lactis	none	na	none	194	35	19269	10208	4698	2023/03/25	116	1358	none	MGBC106526	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	2792	2125084	none	none	na	2122292	0	CAPSXA000000000.1	2283	194	3685	1	none	none	none	none	none	none	401	CAPSXA010000137.1	366	671	0	99.727	CP002094.2375701.2377256	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. cremoris NZ9000	2792	11	20	0		GCA_948703095.1
RS_GCF_027672645.1	0	99.99	0.72	Specific	100.0	0.88	471	o__Lactobacillales (UID543)	264	0.0	2120174	87.06611677154125	33	845733	34.73134869578752	2435131	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	3	3	651558	651558	5173	1	2895	NZ_JAQDYA010000018.1	36740	2	103	NZ_JAQDYA010000011.1	2895	5341	0	99.965	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	73790	90190	f	f	t	280763	280763	Scaffold	ASM2767264v1	na	PRJNA224116	SAMN31809029	33	280763	China: Shenzhen	2023-01-11	GCA_027672645.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	27	3	280763	159845	62606	2023/01/11	6	1358	1	AM113-80	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	60	2435131	11	38	na	2435071	0	JAQDYA000000000.1	2363	27	5173	1	none	none	none	none	none	none	1545	NZ_JAQDYA010000018.1	1545	2854	0	100	CP020604.78388.79935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis bv. diacetylactis	60	17	37	0	GCF_027672645.1	GCF_027672645.1
RS_GCF_027674405.1	0	100.0	0.25	Specific	100.0	0.19	471	o__Lactobacillales (UID543)	264	0.0	2118951	86.71687003381996	65	852935	34.90745341157346	2443528	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	4	4	494607	494607	5172	1	2895	NZ_JAQDUY010000029.1	461255	2	104	NZ_JAQDUY010000002.1	2895	5347	0	100	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	37591	45250	t	f	f	136750	174257	Scaffold	ASM2767440v1	na	PRJNA224116	SAMN31808949	65	136750	China: Shenzhen	2023-01-11	GCA_027674405.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	54	4	174257	71222	30483	2023/01/11	11	1358	1	AM113-04	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	110	2443528	11	46	na	2443418	0	JAQDUY000000000.1	2387	54	5172	1	none	none	none	none	none	none	1545	NZ_JAQDUY010000029.1	1545	2854	0	100	CP002365.2211382.2212935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis CV56	110	19	44	0	GCF_027674405.1	GCF_027674405.1
RS_GCF_027672865.1	0	100.0	1.11	Specific	100.0	0.57	471	o__Lactobacillales (UID543)	264	0.0	2170513	86.83934677037982	69	872257	34.899800665621584	2499458	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	7	6	241920	339903	151829	1	2895	NZ_JAQDXQ010000007.1	121335	3	103	NZ_JAQDXQ010000008.1	2895	5347	0	100	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	36222	45444	t	f	f	161129	171381	Scaffold	ASM2767286v1	na	PRJNA224116	SAMN31809019	69	161129	China: Shenzhen	2023-01-11	GCA_027672865.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	6	55	6	171381	94640	38112	2023/01/11	14	1358	1	AM113-60	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	140	2499458	11	39	na	2499318	0	JAQDXQ000000000.1	2440	55	151829	1	none	none	none	none	none	none	1483	NZ_JAQDXQ010000007.1	1502	2632	0	98.535	CP033606.1841561.1843112	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	140	18	37	0	GCF_027672865.1	GCF_027672865.1
